election,state,county,precinct,jurisdiction,office,candidate,party,vote_mode,votes,writein,result_status,source_url,source_filename,datetime_retrieved
2024 GENERAL,PENNSYLVANIA,Fulton,BETHEL TOWNSHIP,Fulton,REPRESENTATIVE IN CONGRESS,JOHN JOYCE,REP,PROVISIONAL,0,0,OFFICIAL RESULTS,https://www.co.fulton.pa.us/files/elections/live-results/2024/General%20Election/Bethel%20Township.pdf,Bethel Township.pdf,11/05/2024 9:31 PM
2024 GENERAL,PENNSYLVANIA,Fulton,BETHEL TOWNSHIP,Fulton,REPRESENTATIVE IN CONGRESS,JOHN JOYCE,REP,MAIL-IN,69,0,OFFICIAL RESULTS,https://www.co.fulton.pa.us/files/elections/live-results/2024/General%20Election/Bethel%20Township.pdf,Bethel Township.pdf,11/05/2024 9:31 PM
2024 GENERAL,PENNSYLVANIA,Fulton,BETHEL TOWNSHIP,Fulton,REPRESENTATIVE IN CONGRESS,JOHN JOYCE,REP,TOTAL,712,0,OFFICIAL RESULTS,https://www.co.fulton.pa.us/files/elections/live-results/2024/General%20Election/Bethel%20Township.pdf,Bethel Township.pdf,11/05/2024 9:31 PM
2024 GENERAL,PENNSYLVANIA,Fulton,BETHEL TOWNSHIP,Fulton,REPRESENTATIVE IN THE GENERAL ASSEMBLY,JESSE TOPPER,REP,ELECTION DAY,666,0,OFFICIAL RESULTS,https://www.co.fulton.pa.us/files/elections/live-results/2024/General%20Election/Bethel%20Township.pdf,Bethel Township.pdf,11/05/2024 9:31 PM
2024 GENERAL,PENNSYLVANIA,Fulton,BETHEL TOWNSHIP,Fulton,REPRESENTATIVE IN THE GENERAL ASSEMBLY,JESSE TOPPER,REP,PROVISIONAL,0,0,OFFICIAL RESULTS,https://www.co.fulton.pa.us/files/elections/live-results/2024/General%20Election/Bethel%20Township.pdf,Bethel Township.pdf,11/05/2024 9:31 PM
2024 GENERAL,PENNSYLVANIA,Fulton,BETHEL TOWNSHIP,Fulton,REPRESENTATIVE IN THE GENERAL ASSEMBLY,JESSE TOPPER,REP,MAIL-IN,88,0,OFFICIAL RESULTS,https://www.co.fulton.pa.us/files/elections/live-results/2024/General%20Election/Bethel%20Township.pdf,Bethel Township.pdf,11/05/2024 9:31 PM
2024 GENERAL,PENNSYLVANIA,Fulton,BETHEL TOWNSHIP,Fulton,REPRESENTATIVE IN THE GENERAL ASSEMBLY,JESSE TOPPER,REP,TOTAL,754,0,OFFICIAL RESULTS,https://www.co.fulton.pa.us/files/elections/live-results/2024/General%20Election/Bethel%20Township.pdf,Bethel Township.pdf,11/05/2024 9:31 PM
2024 GENERAL,PENNSYLVANIA,Fulton,BRUSH CREEK TOWNSHIP,Fulton,PRESIDENTIAL ELECTORS,KAMALA D HARRIS,DEM,ELECTION DAY,41,0,OFFICIAL RESULTS,https://www.co.fulton.pa.us/files/elections/live-results/2024/General%20Election/Brush%20Creek%20Township.pdf,Brush Creek Township.pdf,11/05/2024 9:39 PM
2024 GENERAL,PENNSYLVANIA,Fulton,BRUSH CREEK TOWNSHIP,Fulton,PRESIDENTIAL ELECTORS,KAMALA D HARRIS,DEM,PROVISIONAL,0,0,OFFICIAL RESULTS,https://www.co.fulton.pa.us/files/elections/live-results/2024/General%20Election/Brush%20Creek%20Township.pdf,Brush Creek Township.pdf,11/05/2024 9:39 PM
2024 GENERAL,PENNSYLVANIA,Fulton,BRUSH CREEK TOWNSHIP,Fulton,PRESIDENTIAL ELECTORS,KAMALA D HARRIS,DEM,MAIL-IN,19,0,OFFICIAL RESULTS,https://www.co.fulton.pa.us/files/elections/live-results/2024/General%20Election/Brush%20Creek%20Township.pdf,Brush Creek Township.pdf,11/05/2024 9:39 PM
2024 GENERAL,PENNSYLVANIA,Fulton,BRUSH CREEK TOWNSHIP,Fulton,PRESIDENTIAL ELECTORS,KAMALA D HARRIS,DEM,TOTAL,60,0,OFFICIAL RESULTS,https://www.co.fulton.pa.us/files/elections/live-results/2024/General%20Election/Brush%20Creek%20Township.pdf,Brush Creek Township.pdf,11/05/2024 9:39 PM
2024 GENERAL,PENNSYLVANIA,Fulton,BRUSH CREEK TOWNSHIP,Fulton,PRESIDENTIAL ELECTORS,DONALD J TRUMP,REP,ELECTION DAY,327,0,OFFICIAL RESULTS,https://www.co.fulton.pa.us/files/elections/live-results/2024/General%20Election/Brush%20Creek%20Township.pdf,Brush Creek Township.pdf,11/05/2024 9:39 PM
2024 GENERAL,PENNSYLVANIA,Fulton,BRUSH CREEK TOWNSHIP,Fulton,PRESIDENTIAL ELECTORS,DONALD J TRUMP,REP,PROVISIONAL,0,0,OFFICIAL RESULTS,https://www.co.fulton.pa.us/files/elections/live-results/2024/General%20Election/Brush%20Creek%20Township.pdf,Brush Creek Township.pdf,11/05/2024 9:39 PM
2024 GENERAL,PENNSYLVANIA,Fulton,BRUSH CREEK TOWNSHIP,Fulton,PRESIDENTIAL ELECTORS,DONALD J TRUMP,REP,MAIL-IN,43,0,OFFICIAL RESULTS,https://www.co.fulton.pa.us/files/elections/live-results/2024/General%20Election/Brush%20Creek%20Township.pdf,Brush Creek Township.pdf,11/05/2024 9:39 PM
